dataset_id,openml_did,name,n_instances,n_features,n_classes,n_missing_values,missing_value_fraction,n_numerical_features,n_categorical_features,class_balance_ratio,openml_version,class_count_bin,size_bin,balance_bin,stratum
961,961,analcatdata_broadwaymult,285.0,8.0,2.0,27.0,0.011842105263157895,,,0.7065868263473054,2,binary,small,balanced,binary_small_balanced
844,844,breastTumor,286.0,10.0,2.0,9.0,0.003146853146853147,,,0.7228915662650602,2,binary,small,balanced,binary_small_balanced
13,13,breast-cancer,286.0,10.0,2.0,9.0,0.003146853146853147,,,0.4228855721393035,1,binary,small,imbalanced,binary_small_imbalanced
1565,1565,heart-h,294.0,14.0,5.0,0.0,0.0,,,0.0797872340425532,3,5-7,small,imbalanced,5-7_small_imbalanced
1121,1121,badges2,294.0,11.0,2.0,0.0,0.0,,,0.4,1,binary,small,imbalanced,binary_small_imbalanced
44149,44149,Heart_disease_prediction_20,296.0,14.0,2.0,0.0,0.0,,,0.8616352201257862,1,binary,small,balanced,binary_small_balanced
1446,1446,CostaMadre1,296.0,38.0,2.0,0.0,0.0,,,0.14728682170542637,2,binary,small,imbalanced,binary_small_imbalanced
798,798,cholesterol,303.0,14.0,2.0,6.0,0.0014144271570014145,,,0.8253012048192772,2,binary,small,balanced,binary_small_balanced
786,786,cleveland,303.0,14.0,2.0,6.0,0.0014144271570014145,,,0.8475609756097561,2,binary,small,balanced,binary_small_balanced
40711,40711,cleveland-nominal,303.0,8.0,5.0,0.0,0.0,,,0.07926829268292683,1,5-7,small,imbalanced,5-7_small_imbalanced
40710,40710,cleve,303.0,14.0,2.0,0.0,0.0,,,0.8363636363636363,1,binary,small,balanced,binary_small_balanced
982,982,heart-c,303.0,14.0,2.0,7.0,0.0016501650165016502,,,0.8363636363636363,2,binary,small,balanced,binary_small_balanced
49,49,heart-c,303.0,14.0,2.0,7.0,0.0016501650165016502,,,0.8363636363636363,1,binary,small,balanced,binary_small_balanced
818,818,diggle_table_a2,310.0,9.0,2.0,0.0,0.0,,,0.8787878787878788,2,binary,small,balanced,binary_small_balanced
694,694,diggle_table_a2,310.0,9.0,9.0,0.0,0.0,,,0.43902439024390244,1,8-10,small,imbalanced,8-10_small_imbalanced
915,915,plasma_retinol,315.0,14.0,2.0,0.0,0.0,,,0.7307692307692307,2,binary,small,balanced,binary_small_balanced
40686,40686,solar-flare,315.0,13.0,5.0,0.0,0.0,,,0.23863636363636365,3,5-7,small,imbalanced,5-7_small_imbalanced
1167,1167,pc1_req,320.0,9.0,2.0,0.0,0.0,,,0.5023474178403756,1,binary,small,balanced,binary_small_balanced
1447,1447,CastMetal1,327.0,38.0,2.0,0.0,0.0,,,0.14736842105263157,1,binary,small,imbalanced,binary_small_imbalanced
40671,40671,ecoli,327.0,8.0,5.0,0.0,0.0,,,0.13986013986013987,3,5-7,small,imbalanced,5-7_small_imbalanced
39,39,ecoli,336.0,8.0,8.0,0.0,0.0,,,0.013986013986013986,1,8-10,small,imbalanced,8-10_small_imbalanced
1011,1011,ecoli,336.0,8.0,2.0,0.0,0.0,,,0.7409326424870466,2,binary,small,balanced,binary_small_balanced
1003,1003,primary-tumor,339.0,18.0,2.0,225.0,0.03687315634218289,,,0.32941176470588235,2,binary,small,imbalanced,binary_small_imbalanced
337,337,SPECTF,349.0,45.0,2.0,0.0,0.0,,,0.37401574803149606,1,binary,small,imbalanced,binary_small_imbalanced
59,59,ionosphere,351.0,35.0,2.0,0.0,0.0,,,0.56,1,binary,small,balanced,binary_small_balanced
986,986,analcatdata_marketing,364.0,33.0,2.0,80.0,0.00666000666000666,,,0.46184738955823296,2,binary,small,imbalanced,binary_small_imbalanced
474,474,analcatdata_marketing,364.0,33.0,6.0,101.0,0.008408258408258408,,,0.009852216748768473,1,5-7,small,imbalanced,5-7_small_imbalanced
1010,1010,dermatology,366.0,35.0,2.0,8.0,0.000624512099921936,,,0.4409448818897638,2,binary,small,imbalanced,binary_small_imbalanced
35,35,dermatology,366.0,35.0,6.0,8.0,0.000624512099921936,,,0.17857142857142858,1,5-7,small,imbalanced,5-7_small_imbalanced
1048,1048,jEdit_4.2_4.3,369.0,9.0,2.0,0.0,0.0,,,0.8088235294117647,1,binary,small,balanced,binary_small_balanced
46605,46605,differentiated_thyroid_cancer_recurrence,383.0,17.0,2.0,0.0,0.0,,,0.3927272727272727,1,binary,small,imbalanced,binary_small_imbalanced
46848,46848,differentiated_thyroid_cancer_recurrence,383.0,17.0,2.0,0.0,0.0,,,0.3927272727272727,3,binary,small,imbalanced,binary_small_imbalanced
46847,46847,differentiated_thyroid_cancer_recurrence,383.0,17.0,2.0,0.0,0.0,,,0.3927272727272727,2,binary,small,imbalanced,binary_small_imbalanced
40700,40700,cars1,392.0,8.0,3.0,0.0,0.0,,,0.27755102040816326,1,3-4,small,imbalanced,3-4_small_imbalanced
831,831,autoMpg,398.0,8.0,2.0,6.0,0.0018844221105527637,,,0.9043062200956937,2,binary,small,balanced,binary_small_balanced
40663,40663,calendarDOW,399.0,33.0,5.0,0.0,0.0,,,0.4583333333333333,1,5-7,small,imbalanced,5-7_small_imbalanced
908,908,chscase_census3,400.0,8.0,2.0,0.0,0.0,,,0.9230769230769231,2,binary,small,balanced,binary_small_balanced
1551,1551,autoUniv-au6-400,400.0,41.0,8.0,0.0,0.0,,,0.22522522522522523,1,8-10,small,imbalanced,8-10_small_imbalanced
906,906,chscase_census5,400.0,8.0,2.0,0.0,0.0,,,0.9323671497584541,2,binary,small,balanced,binary_small_balanced
909,909,chscase_census2,400.0,8.0,2.0,0.0,0.0,,,0.9704433497536946,2,binary,small,balanced,binary_small_balanced
907,907,chscase_census4,400.0,8.0,2.0,0.0,0.0,,,0.941747572815534,2,binary,small,balanced,binary_small_balanced
1071,1071,mw1,403.0,38.0,2.0,0.0,0.0,,,0.08333333333333333,1,binary,small,imbalanced,binary_small_imbalanced
455,455,cars,406.0,8.0,3.0,14.0,0.004310344827586207,,,0.2874015748031496,1,3-4,small,imbalanced,3-4_small_imbalanced
967,967,cars,406.0,9.0,2.0,14.0,0.0038314176245210726,,,0.5984251968503937,2,binary,small,balanced,binary_small_balanced
957,957,braziltourism,412.0,9.0,2.0,96.0,0.025889967637540454,,,0.29559748427672955,2,binary,small,imbalanced,binary_small_imbalanced
186,186,braziltourism,412.0,9.0,7.0,96.0,0.025889967637540454,,,0.0031446540880503146,1,5-7,small,imbalanced,5-7_small_imbalanced
1511,1511,wholesale-customers,440.0,9.0,2.0,0.0,0.0,,,0.47651006711409394,1,binary,small,imbalanced,binary_small_imbalanced
1065,1065,kc3,458.0,40.0,2.0,0.0,0.0,,,0.10361445783132531,1,binary,small,imbalanced,binary_small_imbalanced
1498,1498,sa-heart,462.0,10.0,2.0,0.0,0.0,,,0.5298013245033113,1,binary,small,balanced,binary_small_balanced
4329,4329,thoracic_surgery,470.0,17.0,2.0,0.0,0.0,,,0.175,1,binary,small,imbalanced,binary_small_imbalanced
1506,1506,thoracic-surgery,470.0,17.0,2.0,0.0,0.0,,,0.175,1,binary,small,imbalanced,binary_small_imbalanced
40665,40665,clean1,476.0,169.0,2.0,0.0,0.0,,,0.7695167286245354,1,binary,small,balanced,binary_small_balanced
1100,1100,PopularKids,478.0,11.0,3.0,0.0,0.0,,,0.3643724696356275,1,3-4,small,imbalanced,3-4_small_imbalanced
779,779,fri_c1_500_25,500.0,26.0,2.0,0.0,0.0,,,0.8726591760299626,2,binary,small,balanced,binary_small_balanced
750,750,pm10,500.0,8.0,2.0,0.0,0.0,,,0.968503937007874,2,binary,small,balanced,binary_small_balanced
742,742,fri_c4_500_100,500.0,101.0,2.0,0.0,0.0,,,0.7667844522968198,2,binary,small,balanced,binary_small_balanced
824,824,fri_c1_500_10,500.0,11.0,2.0,0.0,0.0,,,0.8248175182481752,2,binary,small,balanced,binary_small_balanced
888,888,fri_c0_500_50,500.0,51.0,2.0,0.0,0.0,,,0.953125,2,binary,small,balanced,binary_small_balanced
869,869,fri_c2_500_10,500.0,11.0,2.0,0.0,0.0,,,0.7482517482517482,2,binary,small,balanced,binary_small_balanced
879,879,fri_c2_500_25,500.0,26.0,2.0,0.0,0.0,,,0.6447368421052632,2,binary,small,balanced,binary_small_balanced
855,855,fri_c4_500_10,500.0,11.0,2.0,0.0,0.0,,,0.8115942028985508,2,binary,small,balanced,binary_small_balanced
805,805,fri_c4_500_50,500.0,51.0,2.0,0.0,0.0,,,0.8939393939393939,2,binary,small,balanced,binary_small_balanced
838,838,fri_c4_500_25,500.0,26.0,2.0,0.0,0.0,,,0.7605633802816901,2,binary,small,balanced,binary_small_balanced
886,886,no2,500.0,8.0,2.0,0.0,0.0,,,0.9920318725099602,2,binary,small,balanced,binary_small_balanced
920,920,fri_c2_500_50,500.0,51.0,2.0,0.0,0.0,,,0.6949152542372882,2,binary,small,balanced,binary_small_balanced
896,896,fri_c3_500_25,500.0,26.0,2.0,0.0,0.0,,,0.7857142857142857,2,binary,small,balanced,binary_small_balanced
936,936,fri_c3_500_10,500.0,11.0,2.0,0.0,0.0,,,0.8382352941176471,2,binary,small,balanced,binary_small_balanced
926,926,fri_c0_500_25,500.0,26.0,2.0,0.0,0.0,,,0.9607843137254902,2,binary,small,balanced,binary_small_balanced
943,943,fri_c0_500_10,500.0,11.0,2.0,0.0,0.0,,,0.9305019305019305,2,binary,small,balanced,binary_small_balanced
937,937,fri_c3_500_50,500.0,51.0,2.0,0.0,0.0,,,0.7730496453900709,2,binary,small,balanced,binary_small_balanced
40496,40496,LED-display-domain-7digit,500.0,8.0,10.0,0.0,0.0,,,0.6491228070175439,1,8-10,small,balanced,8-10_small_balanced
766,766,fri_c1_500_50,500.0,51.0,2.0,0.0,0.0,,,0.9083969465648855,2,binary,small,balanced,binary_small_balanced
987,987,collins,500.0,23.0,2.0,0.0,0.0,,,0.19047619047619047,2,binary,small,imbalanced,binary_small_imbalanced
1554,1554,autoUniv-au7-500,500.0,13.0,5.0,0.0,0.0,,,0.22395833333333334,1,5-7,small,imbalanced,5-7_small_imbalanced
853,853,boston,506.0,14.0,2.0,0.0,0.0,,,0.7037037037037037,2,binary,small,balanced,binary_small_balanced
825,825,boston_corrected,506.0,21.0,2.0,0.0,0.0,,,0.7879858657243817,2,binary,small,balanced,binary_small_balanced
717,717,rmftsa_ladata,508.0,11.0,2.0,0.0,0.0,,,0.7762237762237763,2,binary,small,balanced,binary_small_balanced
40690,40690,threeOf9,512.0,10.0,2.0,0.0,0.0,,,0.8686131386861314,1,binary,small,balanced,binary_small_balanced
46869,46869,diabetes_risk_prediction_dataset,520.0,17.0,2.0,0.0,0.0,,,0.625,2,binary,small,balanced,binary_small_balanced
46733,46733,diabetes_risk_prediction_dataset,520.0,17.0,2.0,0.0,0.0,,,0.625,1,binary,small,balanced,binary_small_balanced
