dataset_id,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,md12,md13,md14,md15,md16,md17,md18,md19
46331,0.49167054126087356,0.019592171621822856,0.13997203871424768,0.3506768167529208,0.6687399420709208,0.0037408349543618137,0.012793655543917402,0.046461170133173725,0.17918599431393087,0.3316624270537184,0.23148286697590903,0.11678886727517582,0.043244052072422566,0.031797097112075415,0.0028430345653149783,0.7266197815352387,0.2081400568606913,0.06082597635792309,0.00441418524614694
40994,0.4964763545242192,0.012165974545592487,0.1102994766333571,-0.06919040925554897,-0.023116864338634358,0.0001826072011686861,0.004253673627223511,0.035071324224456475,0.15160694337028444,0.3157923004210707,0.31830583483715735,0.14444229612443069,0.02822892498066512,0.0020731288132680246,4.296640027498496e-05,0.6818230643636676,0.2725358769442296,0.04326716507690986,0.002373893615192919
60,0.4358196129333068,0.013093348380077474,0.11442616999654176,0.3273396573593484,-0.0762554721783153,0.00010415103775943986,0.008758439609902476,0.1024618654663666,0.29231682920730184,0.318871967991998,0.19051837959489873,0.0706712928232058,0.01489022255563891,0.001374843710927732,3.2008002000500123e-05,0.6769143535883971,0.28036971742935735,0.040076269067266815,0.0026396599149787446
44463,0.18830370556947562,0.007280229942603064,0.0853242635046038,2.4841777071007276,10.009980482366462,0.07113821138211382,0.6184529393370857,0.23224358974358975,0.05110928705440901,0.012687617260787992,0.007857254534083803,0.003944652908067542,0.002475766103814884,7.973733583489681e-05,1.0944340212632896e-05,0.822932301438399,0.12866010006253908,0.025923233270794245,0.022484365228267668
1559,0.4939289566178951,0.021769593381405924,0.14754522486819396,-0.19881812418825714,0.09341194033201994,0.00831899024670109,0.02208835341365462,0.06310958118187034,0.1623637406769937,0.2507171543316122,0.2527251864601262,0.1686746987951807,0.057946069994262765,0.011761331038439472,0.002294893861158921,0.6855995410212278,0.26706827309236947,0.04274239816408491,0.004589787722317842
46840,0.15307172671144806,0.0045263414726218094,0.06727809058394724,2.4747801570350676,19.12271037739851,0.17223920304980658,0.6358534879212938,0.16849226170576784,0.014685060274134236,0.007490371027961243,5.4781897813499946e-05,0.0,0.0,0.000972729852201249,0.0002121042710214998,0.7812832729796014,0.18541214247788357,0.01938998249788598,0.013914602044628986
1519,0.23940353149361782,0.046018090333423675,0.21451827505698362,0.9456952469855617,-0.07852649765800468,0.3695652173913043,0.19822346891070594,0.091164095371669,0.10542309490416082,0.08812529219261338,0.06989247311827956,0.04137447405329593,0.02758298270219729,0.0065451145395044414,0.0021037868162692847,0.7166900420757363,0.2318840579710145,0.04908835904628331,0.0023375409069658717
756,0.3523744254074332,0.01821695315498975,0.13497019357987805,0.44851689345226975,0.36534928004370437,0.01862267216597925,0.09498812648418947,0.26071741032370954,0.28858892638420197,0.19785026871641045,0.09686289213848269,0.028621422322209725,0.011623547056617924,0.0014998125234345708,0.0006249218847644045,0.6855393075865517,0.26834145731783526,0.04049493813273341,0.00562429696287964
1477,0.043803615838652624,0.0012911042635162882,0.0359319393230631,8.753981267385067,196.9214610708249,0.9539062212442488,0.04360624124824965,0.001687617523504701,0.0,0.00039991998399679934,0.0,0.0,0.0,8.001600320064013e-08,0.00039991998399679934,0.8843323864772955,0.08471558311662332,0.018955631126225246,0.011996399279855971
1552,0.6067525144683233,0.014308393162756285,0.11961769585958544,-0.4400006135130436,0.27012701838934605,0.00020943220601923673,0.0019443582583514325,0.009703692212224635,0.04049539766263316,0.12763729444616817,0.27002533871134554,0.3233865963388148,0.18945857896369842,0.03607922225669666,0.0010600889440479885,0.6865006722515254,0.2710104457544731,0.03714706794911573,0.005341814044885717
44683,0.22182787923787708,0.006625533955695905,0.0813973829781763,1.460950831874214,4.326133423930134,0.017291275797373357,0.43984208880550346,0.40015400250156347,0.10872107567229518,0.02532051282051282,0.006478267667292058,0.0009263602251407129,0.0011436835522201376,0.00011804252657911194,4.690431519699812e-06,0.7477360850531583,0.2092714196372733,0.029269856160100062,0.013722639149468419
44073,0.21326709215451903,0.011258784327166168,0.10610741881304138,1.188393965634249,1.9797933942000414,0.10340084016803361,0.43214002800560114,0.28140828165633125,0.12093418683736748,0.04402960592118424,0.013401560312062412,0.0034630926185237046,0.0008308861772354471,0.0003620724144828966,2.944588917783557e-05,0.7207686337267454,0.2329141828365673,0.03448049609921985,0.011836687337467493
44605,0.1400076915349536,0.02149666040275303,0.14661739461180257,1.3457105920151509,1.5282351505350817,0.49193972361701216,0.25254817389811596,0.11552883996395004,0.04796199733916999,0.06765535813913566,0.015101283206729325,0.006453585683017896,0.0025401270331745418,0.00025481738981159604,1.6093729882837647e-05,0.852833569374705,0.06331541564739711,0.0725022531221836,0.011348761855714347
41764,0.11473672039045792,0.01588050917078353,0.12601789226448573,1.5886135542370248,2.9875548392988467,0.5882484230143652,0.1985397712847725,0.11933942831422724,0.05714904804284528,0.023346734107620958,0.008114861653977314,0.0029926225994154248,0.0016032571042238013,0.0005802972349394733,8.555664361287107e-05,0.8457943794864927,0.10428703881946712,0.03542789016386887,0.014490691530171271
41671,0.1626464235756019,0.00997626973296994,0.09988127819050946,1.7385649422882306,4.988675021108934,0.27163488697739546,0.4532504900980196,0.20523472694538908,0.035411802360472096,0.019491658331666332,0.008762152430486097,0.005359391878375675,0.0008280056011202241,2.5125025005001e-05,1.7603520704140828e-06,0.7914878175635127,0.16422932586517303,0.02308621724344869,0.021196639327865575
44580,0.41756225195578334,0.02237855728952467,0.14959464325143687,0.3112459650017465,-0.6132944635230722,0.0001305503439649781,0.05639853033145716,0.20054721701063163,0.23818011257035648,0.19312304565353347,0.19032363977485928,0.08640087554721701,0.029459818636647903,0.005118824265165729,0.00031738586616635397,0.640619918699187,0.3328783614759224,0.02565040650406504,0.0008513133208255159
1566,0.12026891657247768,0.040530944900056785,0.20132298651683267,2.104398795426587,3.868642255583116,0.7043322331107301,0.09181954643536405,0.05646530034371295,0.04392787998191882,0.025503415807384286,0.02526460780049297,0.018258151455449515,0.021560951479330313,0.005724995522349871,0.007142918063267064,0.8617408250816638,0.06437794778633507,0.04573812996272889,0.028143097169272234
4153,0.38255915728537954,0.0398074408312202,0.1995180213194292,0.11451627102664028,-0.680853882692404,0.09052059052059053,0.13403263403263405,0.14306526806526806,0.13791763791763792,0.18949106449106448,0.16618104118104118,0.08411033411033411,0.04419191919191919,0.0034965034965034965,0.006993006993006993,0.6351981351981352,0.34887334887334887,0.015831390831390832,9.712509712509713e-05
44791,0.09032829437504776,0.009733656129289205,0.09865929317245895,2.5583254974491427,8.66096497426043,0.658113664790494,0.24230925578486553,0.05792213883677298,0.014068949343339587,0.022148217636022514,0.0015462789243277048,0.002470293933708568,0.0013875859912445279,3.1269543464665416e-05,2.345215759849906e-06,0.8900742651657286,0.06328330206378986,0.018781269543464665,0.027861163227016886
44548,0.3516942342325157,0.015258184310698893,0.12352402321289124,0.7201131938820736,0.2921078672893538,0.0005081300813008131,0.07840290806754222,0.31764305816135086,0.2904237023139462,0.18316916823014384,0.09050734834271419,0.03040181363352095,0.007705597248280175,0.0010819262038774234,0.00015634771732332708,0.6819973420888055,0.2772600062539087,0.03458489681050657,0.006157754846779237
43974,0.025595097953243214,0.003816758085805037,0.061779916524749665,14.845999511090278,226.7521754952738,0.9932356871374275,0.0027715143028605722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003992798559711942,0.991810602120424,0.004196599319863973,0.0,0.003992798559711942
14,0.4866452923716109,0.006757852382899883,0.08220615781618724,-0.002193912736885048,0.6278208929537095,4.690431519699812e-06,0.0010537836147592246,0.013800813008130082,0.12140087554721701,0.4324124452782989,0.35156660412757973,0.07336929330831769,0.005702001250781738,0.0005503439649781113,0.0001391494684177611,0.7009287054409006,0.2511327392120075,0.04168151969981238,0.00625703564727955
1446,0.13566256825650713,0.010770371719420233,0.10378040142252405,4.263613044432401,27.46574523974584,0.42005048683736024,0.42326000721240536,0.11893256401009737,0.01691309051568698,0.010530111792282726,0.0018752253876667868,7.21240533717995e-05,0.0005409304002884963,0.0013703570140641903,0.006455102776776055,0.8937612693833393,0.07904796249549224,0.012116840966462315,0.015073927154706094
40984,0.14138082370196195,0.007050448064752599,0.08396694626311356,2.882103473084165,21.003922769109565,0.30867242304708464,0.49363247292321466,0.18014705020660624,0.007845294932463314,0.0022529807315947,0.0029455745481733572,0.0023490766587680504,5.859507754472563e-06,0.00014121413688278876,0.0020080533074577473,0.7346785591236051,0.2501892621004695,0.005183906510381876,0.009948272265543517
44740,0.4636450289212826,0.008037334533514387,0.08965118255502483,0.19670000406800917,0.3353997503938091,2.4233896185115697e-05,0.0012077861163227017,0.028270794246404003,0.20761960600375234,0.4335842714196373,0.2627642276422764,0.05845841150719199,0.00741635397123202,0.000600375234521576,5.393996247654784e-05,0.6939462163852408,0.25854205753596,0.04282598499061914,0.004685741088180113
32,0.46628125533567466,0.01866075697531743,0.13660438124495652,-0.28641656436667656,0.07134471711385793,0.006430406081216243,0.03485185037007402,0.07231086217243449,0.17277031406281257,0.3072350470094019,0.23562912582516504,0.14021964392878575,0.027033726745349068,0.0031595919183836766,0.00035943188637727546,0.6856086417283457,0.2641643528705741,0.048740548109621924,0.0014864572914582916
44153,0.2762542434171324,0.01725306322491065,0.13135091634591153,1.1238812270892158,2.1542756762053017,0.03918474687705457,0.2815296953758492,0.30695156695156695,0.21639272408503177,0.10104755643217182,0.03325443786982248,0.008888888888888889,0.008481262327416174,0.0033179925487617796,0.0009511286434363358,0.718088976550515,0.24694280078895464,0.019443348674117907,0.015524873986412448
1476,0.04359030442866527,0.0012854358379024366,0.035852975300558206,8.80759748899817,198.84427124055327,0.9544156831366273,0.04315783156631326,0.0016265653130626125,0.0,0.00039991998399679934,0.0,0.0,0.0,8.001600320064013e-08,0.00039991998399679934,0.8844962592518504,0.084698699739948,0.018890898179635927,0.011914142828565713
1520,0.18459173716545418,0.032381790601410367,0.17994941122829597,1.4435602175221673,1.1783421656618192,0.4959483264826776,0.18449794480328832,0.11015854374633001,0.0549618320610687,0.05860246623605402,0.05261303581914269,0.023957721667645333,0.017850851438637697,0.001291837933059307,0.00011743981209630065,0.8305343511450382,0.10229007633587786,0.062477980035231945,0.004697592483852026
44588,0.354563229864841,0.008615015438476314,0.09281710746665355,1.1797122624112313,4.677111007070849,0.005498962787840861,0.036655888931381754,0.14687851290430992,0.6196618340692325,0.13159267114000625,0.026556107962776253,0.022360903475529905,0.010441655367428061,0.0002433682161109759,0.00011009514538353672,0.8314269489737973,0.09675045486678488,0.04588649769959091,0.025936098459826862
44667,0.11153429874022973,0.00472237056872073,0.06871950646447288,3.2315336614908676,23.240616888821233,0.5092878361475922,0.4168738273921201,0.05835287679799875,0.00693089430894309,0.0049874921826141335,0.0023108192620387743,6.253908692933083e-06,0.0,0.0012398373983739837,1.016260162601626e-05,0.8329807692307692,0.13187617260787993,0.023748436522826766,0.011394621638524078
47000,0.1353762152163637,0.007854064602680096,0.08862316064483423,2.1922355607781188,10.715873823020113,0.3753128983809283,0.45062528064081586,0.1344650147352557,0.026249916130330887,0.0068747322622101335,0.0026735069908594964,0.0012490129185096488,0.0014296552827569122,0.0008877281900151223,0.0002322544683179099,0.7648088029604703,0.20153494397506103,0.020464199264011395,0.013192053800457283
1497,0.49694553767822747,0.013888186331567345,0.11784814946178555,-0.06078604129775121,0.11501008872644292,0.0016791900392287196,0.006200587264836189,0.03618987515422687,0.15519913412365,0.32207077135809775,0.28147189315704324,0.15465880173519805,0.039065695552950995,0.0033985058506947326,6.554576407348437e-05,0.6827836067523061,0.2739404327659073,0.03939069329981536,0.0038852671819712176
44698,0.20420189253961152,0.005201961193204605,0.07212462265554395,1.940203914506264,9.931159075599396,0.0366400875547217,0.4701391494684178,0.4276962163852408,0.05137273295809881,0.006079580988117573,0.004275328330206379,0.0014657598499061913,0.0023186366479049404,1.016260162601626e-05,2.345215759849906e-06,0.7684732645403377,0.20003048780487806,0.019533302063789868,0.01196294559099437
46871,0.5718755444172369,0.035411856717196315,0.18818038345480198,-1.0925673482332627,2.197498110161513,0.05546349269853971,0.0,0.0,0.04685881176235247,0.1909257851570314,0.25541836367273457,0.23923328665733146,0.14006425285057011,0.04333834766953391,0.02869765953190638,0.7869085017003401,0.15184300860172034,0.04569833966793359,0.015550150030006002
188,0.354563229864841,0.008615015438476314,0.09281710746665355,1.1797122624112313,4.677111007070849,0.005498962787840861,0.036655888931381754,0.14687851290430992,0.6196618340692325,0.13159267114000625,0.026556107962776253,0.022360903475529905,0.010441655367428061,0.0002433682161109759,0.00011009514538353672,0.8314269489737973,0.09675045486678488,0.04588649769959091,0.025936098459826862
44514,0.30227787853335086,0.013145571733711885,0.11465413962745473,1.062920360749035,1.855312860945233,0.00766025641025641,0.15885006253908693,0.3960467479674797,0.2665173545966229,0.11100062539086929,0.03900953721075672,0.013491244527829894,0.00582942464040025,0.0014266729205753596,0.0001680737961225766,0.7276485303314572,0.22793621013133208,0.03130863039399625,0.01310662914321451
44626,0.5015354670515656,0.011665372290629403,0.10800635301050306,-0.19795818733159254,0.2392263635927443,3.361475922451532e-05,0.005697310819262039,0.03420966228893058,0.12384459036898061,0.3171630706691682,0.34428314571607255,0.1461608818011257,0.02636882426516573,0.0021536898061288307,8.520950594121326e-05,0.6981973108192621,0.25044011882426515,0.0475187617260788,0.0038438086303939963
46519,0.13727564554522226,0.0023807232983164197,0.048792656192468344,3.120918938214,25.397298371153965,0.19004528905781157,0.7524784956991398,0.04425509101820364,0.010603560712142428,0.0014110822164432886,7.681536307261452e-06,0.0007963992798559712,0.0003915983196639328,1.0562112422484497e-05,2.4004800960192037e-07,0.806677575515103,0.16849481896379276,0.010078175635127026,0.014749429885977196
44610,0.11126199755158164,0.006573852167535131,0.08107929555401386,4.181311848471159,29.79884261129793,0.572993028511694,0.3390101517237318,0.060297852604922,0.015490396719646051,0.0071673083576881454,0.0016122026811151437,6.47825734877318e-05,0.0016490109615059003,6.47825734877318e-05,0.0016504832927215307,0.8846251812807809,0.07745345592944589,0.018411501851456503,0.019509860938316685
44735,0.24125759608672406,0.009009773754507473,0.0949198280366514,1.6850026160538565,5.065675140506922,0.008923545966228894,0.3619105691056911,0.4229784240150094,0.15526657285803627,0.028834427767354596,0.010939649781113196,0.00808317698561601,0.002875234521575985,0.00018214509068167605,6.253908692933083e-06,0.763040181363352,0.19888289555972483,0.019179174484052534,0.018897748592870543
44382,0.23634745319799907,0.016569596727457173,0.12872294561365963,1.3428061473870794,1.8449129193865863,0.06954659161976236,0.4206027204502814,0.2776797998749218,0.11987961225766104,0.05605222013758599,0.03494058786741713,0.01678939962476548,0.00424953095684803,0.00023530331457160725,2.4233896185115697e-05,0.7693988430268918,0.17172138836772982,0.04361788617886179,0.015261882426516573
44553,0.2762542434171324,0.01725306322491065,0.13135091634591153,1.1238812270892158,2.1542756762053017,0.03918474687705457,0.2815296953758492,0.30695156695156695,0.21639272408503177,0.10104755643217182,0.03325443786982248,0.008888888888888889,0.008481262327416174,0.0033179925487617796,0.0009511286434363358,0.718088976550515,0.24694280078895464,0.019443348674117907,0.015524873986412448
44573,0.4505321354211364,0.02390151657869619,0.15460115322563472,0.030419909859885238,0.5507370639457183,0.016772151898734176,0.04651898734177215,0.1,0.18037974683544303,0.2699367088607595,0.2569620253164557,0.08354430379746836,0.024367088607594938,0.014873417721518987,0.006645569620253164,0.7199367088607594,0.22373417721518987,0.05126582278481013,0.005063291139240506
970,0.3930961904703578,0.01350909413540995,0.11622862872549926,0.26258746171966446,0.05794531744986653,0.0012020083741395217,0.039138457171244055,0.1798843233269463,0.31519675679511744,0.2876215314739905,0.13498864523454687,0.03349212263146689,0.007442693918103754,0.0010024128876587894,3.1048186785891704e-05,0.6789794904549002,0.27916311830246254,0.038047335178482716,0.003810056064154425
46382,0.023547421423460314,0.0043806860467644065,0.0661867512933246,6.203474877044988,48.61309600359768,0.9519466747462506,0.012901075594606877,0.018385093167701864,0.01287683684290259,0.00027268595667323135,0.00010301469474322073,4.847750340857446e-05,0.003393425238600212,4.241781548250265e-05,3.0298439630359037e-05,0.9511467959400091,0.00596879260718073,0.014367520072716255,0.028516891380093924
377,0.3481065954344593,0.0305391676125931,0.17475459253648556,0.43804539523409786,-0.33757575121765404,0.05239213639526792,0.19809498956158664,0.17583507306889354,0.18847425191370912,0.1883437717466945,0.1151356993736952,0.049617258176757134,0.022103340292275574,0.008646485734168407,0.0013569937369519833,0.6465640222686152,0.3204679888656924,0.030245302713987475,0.002722686151704941
44672,0.1548763328849703,0.011976046230611855,0.10943512338646974,1.5250335096929097,3.5212314148651807,0.3558724202626642,0.3792651657285804,0.17341463414634145,0.05316369606003753,0.025315040650406503,0.006023295809881176,0.005533145716072546,0.0013641338336460287,4.065040650406504e-05,7.817385866166354e-06,0.7558927454659162,0.19690275171982488,0.031237492182614134,0.01596701063164478
44577,0.5065109088787466,0.02367919214330091,0.1538804475666123,-0.2692422858312503,0.11858195458994514,0.007911392405063292,0.02721518987341772,0.07025316455696203,0.125,0.2180379746835443,0.2848101265822785,0.17816455696202532,0.06518987341772152,0.02088607594936709,0.002531645569620253,0.7066455696202532,0.24113924050632912,0.049367088607594936,0.002848101265822785
40691,0.25141434989203804,0.010499531087808907,0.10246721957684275,1.3941988480106886,3.5982019430595527,0.020369982906735872,0.3103179934441153,0.42379304058212536,0.1682701543288049,0.04820496255265937,0.019269994041217157,0.006508165490204715,0.002001759492757081,0.001124460252960732,0.0001394869084195032,0.7497298970611087,0.20386134022447605,0.03165373965625042,0.014755023058164818
41801,0.11925636721310617,0.01720829403275617,0.13118038737843463,1.8805593401905754,3.8967046413090483,0.5985583468546597,0.21045991159850053,0.09097241649415319,0.048085566683451764,0.027104198138719483,0.01567541356608665,0.006584419701971316,0.0018920531901005242,0.0005492456032376582,0.00011842816911915553,0.863640687069882,0.07738861224565918,0.036670769689848746,0.02229993099461012
44555,0.2762542434171324,0.01725306322491065,0.13135091634591153,1.1238812270892158,2.1542756762053017,0.03918474687705457,0.2815296953758492,0.30695156695156695,0.21639272408503177,0.10104755643217182,0.03325443786982248,0.008888888888888889,0.008481262327416174,0.0033179925487617796,0.0009511286434363358,0.718088976550515,0.24694280078895464,0.019443348674117907,0.015524873986412448
716,0.4792453660558084,0.01866056984493259,0.13660369630772293,0.0931528111264777,0.008309616129225095,0.0022151898734177216,0.015189873417721518,0.07215189873417721,0.19588607594936708,0.2800632911392405,0.24841772151898733,0.1268987341772152,0.04968354430379747,0.008860759493670886,0.0006329113924050633,0.6889240506329114,0.26234177215189874,0.04588607594936709,0.002848101265822785
775,0.4888226537281796,0.02188217765572846,0.14792625749246974,0.04668032694614982,-0.08956207586768139,0.003481012658227848,0.020253164556962026,0.07879746835443038,0.17405063291139242,0.2598101265822785,0.23829113924050632,0.14367088607594936,0.06360759493670887,0.015822784810126583,0.0022151898734177216,0.6775316455696202,0.27753164556962023,0.043037974683544304,0.0018987341772151898
768,0.4126868977561046,0.019567714253332782,0.13988464623872335,0.1761379854157398,0.19901256914213006,0.010759493670886076,0.04841772151898734,0.1541139240506329,0.25316455696202533,0.2772151898734177,0.16234177215189874,0.06835443037974684,0.020253164556962026,0.0037974683544303796,0.0015822784810126582,0.6917721518987342,0.26234177215189874,0.04208860759493671,0.0037974683544303796
762,0.5273840284722878,0.02307026516456264,0.15188898960939415,0.035280011692753355,-0.06999292228893372,0.002848101265822785,0.010443037974683544,0.049367088607594936,0.13734177215189874,0.23386075949367088,0.25158227848101267,0.18417721518987343,0.09145569620253165,0.0310126582278481,0.007911392405063292,0.6813291139240506,0.2746835443037975,0.041455696202531644,0.002531645569620253
812,0.498667425675744,0.02103624996813145,0.14503878780564683,0.01425282483457738,-0.0475882252674662,0.002531645569620253,0.016772151898734176,0.06455696202531645,0.16139240506329114,0.26424050632911394,0.2481012658227848,0.1591772151898734,0.0670886075949367,0.012658227848101266,0.003481012658227848,0.6791139240506329,0.2772151898734177,0.04050632911392405,0.0031645569620253164
808,0.49501043665485683,0.023742026935927963,0.15408447986714288,-0.049004912458562505,-0.1902305227334935,0.004430379746835443,0.022468354430379745,0.08322784810126582,0.15886075949367087,0.2408227848101266,0.23386075949367088,0.1670886075949367,0.06772151898734177,0.019620253164556962,0.0018987341772151898,0.6708860759493671,0.2873417721518987,0.04018987341772152,0.0015822784810126582
868,0.4893664289242011,0.022045861088950215,0.14847848695669758,0.10377044153024542,-0.0630370132641267,0.002848101265822785,0.01930379746835443,0.08069620253164557,0.1768987341772152,0.25759493670886074,0.2310126582278481,0.15158227848101266,0.061708860759493674,0.01360759493670886,0.004746835443037975,0.6734177215189874,0.2873417721518987,0.03575949367088608,0.003481012658227848
1512,0.2975310338306994,0.012857370281146824,0.11339034474392794,2.0099883745934517,8.574167202273713,0.010927672955974842,0.13867924528301886,0.4117138364779874,0.33058176100628933,0.06171383647798742,0.03270440251572327,0.0011792452830188679,0.0,0.0071540880503144656,0.005345911949685534,0.7962264150943397,0.16517295597484277,0.02610062893081761,0.0125
9,0.49167054126087356,0.019592171621822856,0.13997203871424768,0.35067681675292073,0.6687399420709208,0.0037408349543618137,0.012793655543917402,0.046461170133173725,0.17918599431393087,0.3316624270537184,0.23148286697590903,0.11678886727517582,0.043244052072422566,0.031797097112075415,0.0028430345653149783,0.7266197815352387,0.2081400568606913,0.06082597635792309,0.00441418524614694
952,0.26607866727775115,0.025800958368347074,0.1606267672847433,1.0930849958432924,1.3650245395503582,0.13773649810801514,0.2676298589611283,0.2198830409356725,0.21630546955624355,0.0846233230134159,0.024630202958376333,0.01871345029239766,0.026281389748882007,0.0034399724802201583,0.0007567939456484348,0.7212246302029584,0.22807017543859648,0.03522531819745442,0.015479876160990712
41,0.24526204813452387,0.019824289223538762,0.1407987543394428,1.2350229540365434,2.654883523161641,0.14076367389060887,0.29232886136910907,0.252562779497764,0.1997248022015824,0.07664258685930513,0.01348469212246302,0.005847953216374269,0.013828689370485037,0.0043343653250774,0.00048159614723082214,0.7149638802889577,0.2544203646370829,0.009219126246990023,0.021396628826969383
46334,0.24526204813452387,0.019824289223538762,0.1407987543394428,1.2350229540365434,2.654883523161641,0.14076367389060887,0.29232886136910907,0.252562779497764,0.1997248022015824,0.07664258685930513,0.01348469212246302,0.005847953216374269,0.013828689370485037,0.0043343653250774,0.00048159614723082214,0.7149638802889577,0.2544203646370829,0.009219126246990023,0.021396628826969383
