dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,rand_0,rand_1,rand_2,rand_3,rand_4,rand_5,rand_6,rand_7
1559,1.0667,0.6667,0.9667,1.6778,1.7,0.4333,autoenc,0.375,-1.674682944704357,-0.4863079090733309,-0.05378255081832049,1.767929913579883,0.13027452147288585,0.9827395110230576,-0.49929559853915206,-1.1849437664170246
46840,0.4269,0.223,0.4545,0.4111,0.3691,0.3788,agg,0.927,-0.9651167622323719,-0.7252260645357532,2.1284697324351645,-0.8213866792243861,0.838489203736345,-0.9029271780870264,0.9315730128742441,0.38495096610586316
1519,0.3922,0.3922,0.3922,0.3922,0.3922,0.3922,kmeans,0.85,-0.1566378976580904,-0.040762526135434025,-0.6547876954293904,0.44607220148208054,-0.45498348034078,-1.2256057637672482,-1.2779375743196193,0.17258791772211948
756,0.9478,0.619,0.9977,0.9728,0.9728,0.5646,agg,0.9545,1.579091256410435,0.15999161357343825,-0.11863832610988256,0.2858261396025429,1.3060017417068248,0.21938250136385634,-0.41092723083373717,1.1062887100598888
1477,0.353,0.2621,0.3271,0.422,0.3261,0.3816,gmm,0.9952,0.4287564384616135,1.535755991995992,0.18323443722190613,-1.2244690317205003,-1.368159199245665,1.6509279322312496,1.723665720783297,-0.17951921328260065
1552,0.6615,0.6235,0.6659,0.6615,0.5928,0.606,agg,0.379,-0.38318732113598775,1.4614442922422022,-1.107045682043488,-0.8947270189558264,0.6433267946890444,-0.3946051228595896,-0.005121866720071296,-0.16344289852451258
44683,0.8384,0.6734,0.8215,0.6902,0.8552,0.6801,autoenc,0.7425,0.33757454879893356,1.4074818613137168,0.09058490690174555,0.6439387932768579,-2.0501721010310225,-0.04871840193011795,-0.8432302702928711,-1.218813060423628
44073,0.6451,0.5888,0.6082,0.7137,0.7269,0.6856,autoenc,0.8498,-0.8781523669287508,-0.33412344070081207,0.9159025423560131,-1.326392717739564,0.030631492594417446,-0.4841694333335785,-0.32767309436196085,1.0027578253046041
44605,0.3684,0.7158,0.4842,0.2947,0.4105,0.4842,dbscan,0.4398,0.5381154370039261,1.3373981074427437,-0.15450567924990047,-0.695942611670703,-0.22385881688049952,0.2424967912712216,0.17657335845371103,-1.0843880722333665
41764,0.8713,0.809,0.8715,0.8603,0.8625,0.8398,agg,0.618,0.09048978162787422,0.22822833013890514,2.5174740375339204,1.8768446112816701,-0.8532433505588201,-0.2873833615491761,-1.4634420018370031,-0.5907070139634865
41671,0.5752,0.58,,0.7584,0.6126,0.748,gmm,0.3463,0.3156050035903405,1.2058536208882336,-0.7290838377436085,-0.6541464400677965,-2.147289029738655,-0.16266592054490767,-1.062414411859563,-0.5294394273660737
44580,0.8271,0.8271,0.8737,0.8737,0.8737,0.8656,agg,0.3815,-0.8768607781675882,-0.09426255425255699,-1.7577283913566313,-1.4670452453909906,2.129247112028298,-1.287422581274031,-1.0967855784546396,1.836913528321314
1566,0.7957,0.7957,0.8236,0.7767,0.7957,0.8297,dictlearn,0.6088,2.905067169240407,-1.1715666288253417,-0.36824895678803055,0.34155555094050954,1.7286976444055924,-0.9868570784282374,-0.24527784594210975,0.777337576061744
4153,0.7143,0.3429,0.6,0.6571,0.6857,0.5714,kmeans,0.9722,0.43476607446661863,-0.37615607123009925,-0.13382296451604114,-1.3748958083699818,-0.23817374397466523,-0.2663874900089551,0.23216988962625595,-0.555327218819016
44791,1.0054,1.032,1.0054,1.0054,0.9919,1.0027,dbscan,0.4973,0.471538522545139,1.0127158178198286,0.15542932766846604,0.35175640839920347,0.053155347577867364,8.439309141418043e-05,-0.7215580335428474,0.316494261673308
44548,0.6187,0.9867,1.488,0.8987,0.5813,0.696,agg,0.5,-0.09728659841348947,2.093168308930595,1.5733549024752425,0.3858465525565008,-0.7630572096947675,-1.112411471983418,1.191142953088865,0.2627492251471385
43974,0.5388,,,0.5651,0.5388,0.6967,dictlearn,0.9318,0.4801434033916108,-1.7445859869741926,0.9274384815581808,0.45442033821436295,-1.110430684414478,-0.47152480744994896,0.2637172043565196,0.05246679835624363
14,0.6939,0.1195,0.6268,0.6385,0.6997,0.5219,autoenc,0.8575,-0.292171185803555,-0.10348826806596086,-0.25197737820688537,0.15256251210246857,1.471491972993157,-2.5666584409312976,-0.23685026450968424,0.17651242137244696
1446,1.2115,1.0673,1.1346,1.2115,1.2308,1.0962,autoenc,0.5,0.2959939896870995,-0.37191458132128985,-1.7567217824785826,0.32799548371410964,1.727350214164185,-1.5338614049161376,0.8638280136981883,-0.3285252231228939
40984,0.5681,0.4296,0.561,0.6948,0.5986,0.3826,gmm,0.9221,-0.0613243458288473,-1.052898510703949,-0.33445617235587666,1.3000445946989585,0.582655241987707,1.732311605409944,1.1774118889776937,0.4390866789295762
44740,0.4982,0.4982,0.608,0.5473,0.5346,0.4104,agg,0.3488,1.743934526167792,0.43899315873829875,0.8279881767970589,-0.29657095353470836,0.06654581585920483,-0.6974238233002769,0.989583934594853,-1.1783036231148656
32,0.6915,0.3077,,0.8228,0.6883,0.5732,gmm,0.9891,0.7823503424176613,-0.19065105750515945,1.1712470934673194,0.7508689887312598,1.8206461576468016,0.7307746911386448,-1.5720402556532407,-0.06695317289820084
44153,0.529,0.3471,0.5264,0.5201,0.5128,0.4681,kmeans,0.7367,-1.172007192594816,-0.5182798423662747,1.5112284332767216,0.637533810897696,-0.6989304285787463,-1.013717366440399,0.03278209287626079,-1.2165601493811278
1476,0.3535,0.2736,,0.4293,0.3509,0.3853,gmm,0.9946,-0.6711402773965811,0.31200947155124387,1.1553120361066962,0.6087614722244398,-2.2912895085981,0.3043667290302598,0.07203357323257792,0.41389028537269307
1520,0.2857,0.2857,0.2857,0.2857,0.2857,0.5,dictlearn,0.7,1.6162096816512073,-2.063238276804743,-0.5911034251911056,0.5909063227933546,-1.5815943994539423,1.475949048053509,0.3683566127006584,0.846583985843404
44588,0.4256,0.5605,0.5601,0.484,0.659,0.5119,autoenc,0.6443,-0.5709436615217945,0.8137636899662105,1.0684715559890383,0.23287802013716835,0.23440089269869593,0.2703432392817259,-0.8633452647393817,-0.14752868024035293
44667,0.4974,0.4803,0.5307,0.6411,0.4453,0.4478,gmm,0.3997,-0.1525225324523588,0.3833938643534951,0.9998242469102946,-1.0585360819784093,-0.12500903031957764,1.4814555476589732,-0.7435882288125641,-0.8222500172903203
47000,0.6176,0.5578,0.7468,0.6192,0.5425,0.7048,agg,0.5693,0.20230619183119358,0.8443851904853201,0.01142605556065933,1.3289605904369892,0.8567939825665268,0.8418200668900618,0.5541165013240933,2.327653100346085
1497,0.4876,0.2565,0.4636,0.4222,0.4579,0.439,kmeans,0.9877,-0.2051616888660442,-2.003522292066514,1.604254361517141,-0.45769943095682564,0.10788044434303304,1.309550684860527,-1.6022595410589253,-1.2516472141061394
44698,0.6369,0.1688,0.6688,0.6497,0.6274,0.6688,agg,0.785,-1.6012779371188537,-0.7941362900254239,0.43963660601699356,0.524187842812771,0.27627417932855375,-1.4127658838923665,-2.310103436632644,0.054353585390382264
46871,0.5008,0.4348,,0.5603,0.6688,0.3778,autoenc,1.0,-0.47177603363833576,0.45938577171661177,0.7019536262212701,0.13824143205868192,0.7601330853758538,0.22921137411506842,0.5300647056014667,-0.7046732628698824
188,0.4256,0.5605,0.5601,0.484,0.659,0.5119,autoenc,0.6443,-0.17961141383145854,0.19677609665695725,0.8205284754174188,-0.3937411722245721,0.5211672557321126,-0.265838791915379,-0.11754216732813036,0.829519042024073
44514,0.3802,0.2451,0.387,0.4177,0.3663,0.3191,gmm,0.8468,-1.993060371054156,-1.296472328074761,-1.4821853974428207,-2.3336161198483047,-0.6782644401551767,0.7494338997277404,-0.28488406638257474,0.19779008194185213
44626,0.8571,0.1065,0.8312,0.7714,0.7636,0.7065,kmeans,0.9625,1.0892174967107926,1.3276861322676916,-0.06913793472613955,1.3535858895693973,0.09212665843410921,-0.8373982238274621,-0.5944003521987352,-1.4805365125650163
46519,0.3384,,,0.3428,0.2954,0.35,dictlearn,0.9621,-0.8881338537336524,-0.35801668807442916,0.8035850193786016,1.7207698311659838,-1.38218151537704,0.39282746825991893,-1.0405439391575344,0.47469708846320197
44610,0.7969,0.6985,0.8986,0.8968,0.8198,0.7407,agg,0.7105,-0.1310866506877266,-1.8309058258475304,0.9282969915684843,-0.605000712808731,-0.5339002383735546,-1.06975241128969,-0.6542832766875555,0.4278904406949172
44735,0.6333,0.2276,0.5556,0.5574,0.4327,0.3878,kmeans,0.4393,-0.18924434093640552,0.32866200228248105,0.3619218539288437,1.320661655528167,-0.3427861508643793,-1.4768578168457318,1.067222416571983,-0.3314881720972547
44382,0.6786,0.5587,0.7092,0.6403,0.625,0.5255,agg,0.98,1.114592444577377,0.3833771131824704,-0.13113753020334493,0.3487758940462951,1.9510125601262995,2.076980529053753,0.0693811351327787,0.1601905933170753
44553,0.529,0.3471,0.5264,0.5201,0.5128,0.4681,kmeans,0.7367,1.0762401574663856,-0.8456610327673472,0.3330703726182551,-0.0258628479538564,0.3139082114575536,-0.8333688059494058,-1.589567493308969,-2.0729834359912918
44573,0.8926,0.8926,0.8926,0.8926,0.8926,0.9128,dictlearn,0.7525,-1.1173841129896078,-0.458675284939333,-0.2931915866487618,1.9372311624295169,1.1059933699072981,-0.9620911163416273,0.34770845245095694,-0.4070782363503251
970,0.8208,0.4381,0.7714,0.8333,0.6525,0.4376,gmm,1.0,-0.28436383804009513,0.18532564941538202,0.6191711169753933,-0.33925848388401536,1.0638515327343585,-1.141938226142404,0.006339062362268442,2.5976737265958323
46382,0.5092,0.3294,0.3115,0.4546,0.4297,0.2414,kmeans,0.6185,0.2230797426252751,1.4332145066061728,0.09152017817320818,0.5807770953297967,-0.056783194392691534,-0.17040758116420443,-0.7794823967254196,0.4303013589575532
377,0.5583,0.225,0.7083,0.6583,0.55,0.3917,agg,1.0,-0.8515371891857679,0.6655852363134291,1.08528700444591,0.36653140723722993,-0.28624873355569186,0.4539655793086961,-0.3086730555464126,0.9355471254651493
44672,0.6222,0.4493,0.5841,0.7135,0.6144,0.6014,gmm,0.4616,-1.8314060842151236,-0.3356073681186462,-1.9908119951239978,-1.495060830227205,1.3638622298139094,0.895184981971686,-0.7194802332847904,-1.502503456040897
44577,0.8313,0.6,0.8313,0.8313,0.6,0.85,dictlearn,0.8081,-2.964528837841651,-0.5434955079326346,2.4204150122474024,0.4348842714636474,-0.5595722860494895,0.46508020950030626,-1.5609583529944429,-0.29732336269763543
40691,0.5192,0.4182,0.5749,1.185,0.7082,0.5097,gmm,0.3897,0.09947747301573849,-0.08610065182104851,0.7908061216900806,0.34464522623605237,0.668326018107997,-0.6883722822307594,0.8978154084105481,1.6289369476239914
41801,0.8448,0.888,0.9276,0.8742,0.8454,,agg,0.5662,-0.9701495196514126,-0.8876956557145598,1.3357843363202329,-0.19134398669506028,1.403821392066557,-0.4425357118921839,1.4550455762707113,0.13148581680545218
44555,0.529,0.3471,0.5264,0.5201,0.5128,0.4681,kmeans,0.7367,0.2582288233226952,1.5647180216699044,-0.36177047744417123,-0.9411220959249583,-0.44856420802835434,0.4523339506431387,-1.5657590721805144,0.6374709026511215
716,1.0,1.0,0.8929,1.0,1.0,0.8571,kmeans,0.5833,-0.5387713176177432,1.1478126607335635,-2.3942603049004716,-0.7865657751041687,-1.686468151234102,-0.8262294663639526,0.24766590110894313,-0.1792266254497549
775,0.8658,0.6644,0.6711,0.8188,0.4027,0.6913,kmeans,0.7525,-0.25337756894801494,-0.1591848713800608,0.20338824061994343,-1.0085360419431078,0.7068496408990508,0.6626659703854839,0.385037937656101,0.5565334427512632
768,0.7342,0.7342,0.7342,0.6076,0.5063,0.6962,kmeans,0.798,0.2964180008086595,2.0350733027310675,-0.0870941710525099,-0.30708321833457675,-0.7535275803573779,-1.0322626705778368,-1.2444717876010754,-0.8887973132309185
762,0.9423,0.9423,0.8269,1.0,0.9423,0.7179,gmm,0.7879,-0.07068038165207131,0.3342951284977145,0.051142058552161786,-0.765535277429713,0.9001845640199633,0.7394126723009475,-0.159648307422017,-0.652916144664712
812,1.0687,1.0687,0.7099,0.916,0.8626,0.7557,kmeans,0.6616,0.5484279208297995,0.18797358748610446,-1.4481272594150476,-0.0679802559844049,0.26203581207438104,-0.8996947864877538,0.189843392837443,-1.4548224852577891
808,0.703,0.703,0.5333,0.8364,0.6485,0.6121,gmm,0.8333,1.3361861000121709,1.2479499850594318,-0.25251733430296475,0.36345433783907316,-2.409921965799875,-1.1563476602653329,-0.2937789201521298,-1.0721330214268592
868,0.5569,0.5569,0.5808,0.6766,0.6108,0.7006,dictlearn,0.8434,0.7143964826306588,1.997296530747994,-1.176614719429302,-0.8374634040851927,0.23544836830993032,1.6111161484996208,-1.2223743125399031,0.24903612230694197
1512,0.7787,0.6176,0.5699,0.5557,0.8309,0.6553,autoenc,0.3238,1.8212988508131087,-1.6517591481792673,-1.281069206845832,-0.42360660646083825,-0.520588412855411,0.8126012877536446,0.24165971982083806,-1.7749620596421283
9,0.3556,0.225,0.3088,0.3392,0.4075,0.2553,autoenc,0.8465,0.5154104029008109,-0.5775388873556505,1.274447216941239,-0.6275875364369197,-0.6366152831022357,0.5411316108045314,0.7629264823369366,0.4480993639362036
952,0.5312,0.3233,0.4873,0.4908,0.4376,0.433,kmeans,0.6873,-1.6855973173848082,0.5380344399282511,-1.034308051674399,0.2352761115882635,-1.4237344353990602,0.44632214754306365,-0.8065989043073726,-1.2826346502605217
41,0.5053,0.3316,0.5105,0.5558,0.4642,0.4905,gmm,0.754,0.7138201364823995,0.2416445216767513,-0.6139768013928971,1.4511788490210642,-0.44065242156974244,0.03210767397093466,0.2689134476786009,-0.6196659341286136
46334,0.5053,0.3316,0.5105,0.5558,0.4642,0.4905,gmm,0.754,0.47113629339992935,-0.5334523471647244,-0.4116383222162092,1.362642639803341,-1.040586052512433,-2.41278033092949,1.6109369950118944,2.549327952607003
41701,0.8166,1.0297,0.8398,0.8096,0.7628,0.8799,dbscan,0.4153,-0.40526926544933184,-1.9368380406201853,-0.31048397619594376,-0.2862229498406692,-0.18992384102225704,-1.1133880419218483,0.5795611424764774,0.5245073752860862
41919,1.1605,1.191,0.9549,1.2258,1.1771,1.0011,gmm,0.359,-1.4944056198193065,0.6991967316948878,2.052684981945891,0.17196033243705985,-0.33732516206850605,-0.1420032144075213,0.6152567669685612,-1.7306716055072182
46879,0.7746,0.7746,0.7746,0.7746,0.7746,0.4932,kmeans,0.4783,0.16439070297730224,-0.3904639494628101,1.8478250129560454,-0.17417273380495787,1.6678876111195198,-1.1037406977820072,0.5872591668027922,0.3194002637912288
1553,0.6274,0.4729,0.5379,0.6274,0.5379,0.667,dictlearn,0.5069,-0.8690472478647824,0.17739611463694044,1.2125188368316004,-0.3237917042866007,-1.6919626491697632,-0.01756282647744591,-0.9024230947925126,-0.3423409386638824
46505,0.399,0.3441,0.4052,0.4345,0.3645,0.3687,gmm,0.7179,-0.08158776968512098,-1.7056522160155172,-1.615658339320678,0.48206683552552526,-0.5227186961696804,-2.564744341820567,0.7848440366081351,0.27236975527423984
46827,0.6176,0.5578,0.7468,0.6192,0.5425,0.7048,agg,0.5693,-0.713874824036484,-1.3168302110582415,0.8358078963143372,0.3493506225604296,2.3826022826840734,0.42018859872493736,0.3877031412620148,-0.16692793010856513
458,1.0082,0.5063,0.9928,1.0082,0.9957,0.745,kmeans,0.9876,0.816775867200791,0.6250852012481537,1.251725008565195,-0.5213229186372847,-0.4354074729439623,-0.4791031709119801,0.7908017211789892,1.498374440296732
44556,0.529,0.3471,0.5264,0.5201,0.5128,0.4681,kmeans,0.7367,-0.45884049314930064,-0.42477372779309125,0.3140772238697992,-0.24576150001290142,0.95205365313989,-2.2517772906190467,-0.8267050469168946,-0.7824163339614458
44554,0.529,0.3471,0.5264,0.5201,0.5128,0.4681,kmeans,0.7367,-2.320356012386145,-0.9636384443688041,-0.9151561158459262,-0.20110465451883033,1.1129658916602636,-0.24506065119070236,-1.0308137202711538,-0.056954541213528984
44557,0.529,0.3471,0.5264,0.5201,0.5128,0.4681,kmeans,0.7367,1.0491736214413494,-0.9759588161149049,-0.9105748839214486,0.5585489592742234,-0.22153611573080054,0.6474846907094743,-0.013646791795296761,0.701663648089567
44606,0.3034,0.5955,0.2697,0.2697,0.4045,0.3146,dbscan,0.412,-1.0350781140406409,-0.01208465078826744,-0.21069001436315682,-1.2158909241041307,-1.5634779478686884,0.6857490352746618,-0.3509523822179781,-1.0222802816473295
44603,0.2381,0.6095,0.2286,0.2857,0.3333,0.4667,dbscan,0.4861,-0.09617893692333225,1.1280188573493026,-2.280737845371923,-1.4966386899033264,-0.9228864418952676,1.461178866720329,0.2825869829192965,0.7673172404612268
44607,0.338,0.3803,0.3662,0.3521,0.4225,0.4366,dictlearn,0.3287,-1.1401609191262305,-1.1195358752705262,0.4478137167227104,0.05827433093544655,0.5487388188641266,-0.18767099092845213,0.278143726454627,0.15811908490510918
44604,0.2353,0.3039,0.3529,0.4412,0.4706,0.4412,autoenc,0.4722,0.7777673890849254,0.8070082819444706,-1.6198719943917699,-2.2472685553408556,1.0017453976515072,1.1877250932619365,-1.0206230195133374,-1.8598354065456286
46788,0.4017,0.1906,0.3804,0.3713,0.3867,0.3888,kmeans,1.0,0.09903482100720092,0.9308382263505294,1.7975945224343146,0.516297572101451,-0.37171669658569495,-0.8931306215848627,0.011451291670654416,-0.2992647038852564
